PB010;PB020;PB030;PB040;PB060;PB100;PB110;PB120;PB130;PB140;PB150;PB190;PB200;PB220A;PE010;PE020;PE040;PL031;PL035;PL015;PL020;PL025;PL040;PL051;PL060;PL100;PL111;PL120;PL130;PL140;PL150;PL160;PL170;PL180;PL190;PH010;PH020;PH030;PH040;PH050;PH060;PH070;PY020N;PY035N;PY010G;PY020G;PY021G;PY030G;PY031G;PY035G;PY050G;PY080G;PY090G;PY100G;PY110G;PY120G;PY130G;PY140G;PY200G;PD020;PD030;PD050;PD060;PD070;PD080;PD090;PW010;PW020;PW030;PW040;PW050;PW060;PW070;PW080;PW090;PW100;PW110;PW120;PW130;PW140;PW150;PW160;PW170;PW180;PW190;PW200;PW210;PW220;PX010;PX020;PX030;PX040;PX050;PX200
2013;BE;289602;748.0851064;NA;3;2013;NA;2;1949;2;2;1;BE;2;NA;3;7;NA;NA;NA;NA;3;5;NA;NA;NA;NA;NA;1;2;2;NA;NA;23;2;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;13401;0;0;3728;0;1;1;1;1;1;1;1;1;8;8;8;9;4;5;4;5;5;NA;NA;8;7;NA;6;8;1;1;5;8;10;1;1;63;28960;1;7;2352.876577
2013;BE;289631;748.0851064;NA;2;2013;NA;4;1944;1;2;1;BE;2;NA;2;7;NA;1;NA;NA;3;3;NA;NA;NA;NA;NA;1;1;2;NA;NA;20;4;1;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;24038;0;0;0;0;1;1;1;1;3;1;1;4;6;8;9;7;3;5;2;NA;2;NA;NA;7;3;7;3;6;1;2;7;9;7;1;1;68;28963;1;3;NA
2013;BE;289632;748.0851064;NA;2;2013;NA;2;1948;2;2;1;BE;2;NA;3;7;1;NA;NA;NA;3;7;20;NA;NA;NA;NA;NA;NA;2;NA;NA;14;3;2;3;2;NA;2;NA;240;1;0;0;0;0;1;0;0;0;0;18490;0;0;0;0;1;2;1;1;1;1;1;1;9;6;0;6;3;4;3;4;2;8;NA;3;NA;7;NA;9;1;1;NA;8;8;3;1;64;28963;1;5;1072.564418
2013;BE;289831;748.0851064;NA;2;2013;NA;4;1955;1;5;1;BE;2;NA;2;7;1;NA;NA;NA;3;8;40;NA;NA;NA;13;1;2;1;NA;NA;18;1;2;3;2;NA;2;NA;0;1;0;0;0;3439;1;0;0;0;0;58480;0;0;0;0;1;1;1;1;1;1;1;NA;8;9;9;10;2;4;1;5;2;0;NA;7;1;6;5;8;1;1;6;9;7;2;1;57;28983;1;7;3366.17564
2013;BE;289832;748.0851064;NA;2;2013;NA;3;1958;2;2;3;BE;2;NA;3;10;NA;2;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;2;NA;2;NA;2330;1;0;0;0;4048;1;900;0;0;0;0;0;0;0;0;1;2;1;1;3;1;1;1;8;9;10;NA;4;NA;NA;4;4;NA;NA;NA;4;5;5;8;NA;1;5;7;7;3;1;54;28983;1;2;830.8523063
2013;BE;289881;748.0851064;NA;2;2013;NA;1;1981;1;1;1;BE;2;NA;3;1;1;NA;2;NA;3;0 - 1;NA;NA;o;NA;13;1;2;2;NA;NA;16;2;2;3;2;NA;2;NA;0;1;50427;0;0;0;1;910;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;8;9;9;4;4;1;4;2;NA;6;5;NA;5;4;NA;1;1;5;10;7;4;1;31;28988;1;2;753.5250292
2013;BE;289882;748.0851064;NA;4;2013;NA;1;1982;2;1;1;BE;2;NA;5;1;1;NA;NA;NA;3;2;50;NA;p;NA;13;1;2;NA;NA;NA;25;3;1;3;2;NA;2;NA;32;1;37746;3667;0;21170;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;5;9;10;NA;9;3;4;2;5;2;6;NA;7;5;0;7;9;1;1;6;9;10;1;1;30;28988;1;5;NA
2013;BE;289891;748.0851064;NA;2;2013;NA;1;1975;1;1;1;BE;2;NA;3;1;1;NA;NA;NA;3;7;55;NA;b-e;NA;13;1;NA;2;NA;NA;23;1;2;3;2;NA;2;NA;0;1;47133;1879;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;1;5;8;8;8;7;2;5;2;3;2;NA;6;9;6;2;NA;8;1;1;7;5;8;3;1;37;28989;1;2;NA
2013;BE;289892;748.0851064;NA;2;2013;NA;1;1978;2;1;1;BE;2;3;1;10;NA;1;2;NA;3;3;NA;NA;NA;NA;NA;2;2;NA;NA;NA;22;2;2;3;2;NA;2;NA;0;1;3519;0;0;20934;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;6;7;9;8;6;3;5;2;4;4;NA;8;9;1;5;6;8;1;1;8;10;NA;1;1;34;28989;1;2;1248.176321
2013;BE;290041;748.0851064;NA;2;2013;NA;2;1974;1;2;1;BE;2;NA;5;1;1;NA;NA;NA;3;2;38;NA;b-e;NA;13;1;1;2;NA;NA;22;3;1;3;2;NA;2;NA;50;1;43513;1385;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;9;7;8;8;5;3;2;4;3;6;NA;4;6;5;6;8;1;2;7;7;7;2;1;38;29004;1;7;1197.309163
2013;BE;290042;748.0851064;NA;4;2013;NA;2;1979;2;2;3;EU;2;NA;2;5;NA;NA;NA;NA;3;;NA;NA;NA;NA;NA;1;2;NA;NA;NA;21;3;1;3;2;NA;2;NA;500;1;0;0;0;4253;1;0;0;0;0;0;0;9565;0;416;1;1;1;1;1;1;2;3;5;6;5;8;3;5;3;5;3;NA;NA;7;6;3;3;9;1;1;7;6;7;2;1;33;29004;1;6;646.7421071
2013;BE;290191;748.0851064;NA;3;2013;NA;4;1946;1;1;1;BE;2;NA;2;7;1;NA;NA;NA;3;7;30;NA;NA;NA;6;1;1;2;NA;10;25;2;2;3;2;NA;2;1;924;1;0;0;0;0;1;0;0;0;0;26613;0;0;0;0;1;3;1;1;1;1;1;3;7;8;NA;7;5;4;2;NA;2;8;NA;7;5;6;8;7;1;1;7;NA;8;NA;1;66;29019;1;6;702.0357937
2013;BE;290192;748.0851064;NA;2;2013;NA;3;1947;2;2;3;BE;2;NA;2;7;NA;1;2;NA;3;4;45;NA;NA;NA;13;1;2;NA;NA;NA;NA;4;2;3;2;NA;2;NA;2916;1;0;0;0;14069;1;0;3688;0;0;20446;0;0;0;0;1;3;1;1;1;1;1;1;7;NA;8;9;1;3;2;5;1;NA;NA;8;6;6;5;8;1;1;4;8;10;1;1;65;29019;1;6;2435.207795
2013;BE;290461;748.0851064;NA;2;2013;NA;4;1943;1;2;1;EU;2;NA;1;7;1;1;NA;NA;4;8;NA;NA;NA;3;NA;NA;NA;2;NA;NA;16;3;1;3;2;NA;2;1;0;1;0;0;0;0;1;0;0;0;7799;0;0;0;1463;0;1;1;1;3;1;1;3;5;8;NA;8;6;4;3;1;5;1;NA;NA;6;3;99;5;8;1;2;5;5;7;2;1;69;29046;1;2;771.6266883
2013;BE;290462;748.0851064;NA;2;2013;NA;2;1948;2;2;2;BE;2;NA;2;7;NA;NA;2;NA;2;4;40;NA;NA;NA;NA;1;1;NA;NA;NA;18;5;1;1;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;12390;0;0;0;0;1;1;1;1;2;1;1;1;0;9;7;6;4;NA;2;3;NA;NA;10;6;5;5;5;5;1;1;5;8;8;1;1;64;29046;1;7;895.1285651
2013;BE;290741;748.0851064;NA;3;2013;NA;1;1946;1;2;3;BE;2;NA;2;7;1;1;NA;NA;3;7;50;NA;NA;NA;NA;1;1;2;NA;NA;23;2;1;2;1;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;27249;0;0;0;0;1;1;1;1;1;1;1;5;7;10;8;NA;4;2;3;4;2;8;NA;3;5;6;8;10;1;1;5;7;8;NA;1;66;29074;1;2;NA
2013;BE;290742;748.0851064;NA;3;2013;NA;2;1979;1;1;3;EU;2;5;5;1;NA;NA;NA;NA;3;2;NA;NA;r-u;NA;15;1;2;2;NA;NA;24;1;2;3;2;NA;1;NA;0;1;32925;2141;0;10968;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;5;8;9;8;9;1;5;3;5;NA;7;7;2;8;NA;6;8;1;1;7;8;8;NA;1;33;29074;1;2;774.091304
2013;BE;290911;748.0851064;NA;2;2013;NA;1;1979;1;1;3;BE;2;NA;3;NA;1;NA;2;NA;3;;46;NA;NA;NA;13;1;2;2;NA;NA;25;1;2;3;2;NA;1;NA;0;1;50610;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;5;7;1;NA;8;3;4;4;5;2;7;8;8;4;7;8;9;1;1;4;NA;7;2;1;33;29091;1;2;2233.107709
2013;BE;290912;748.0851064;NA;3;2013;NA;2;1979;2;1;1;BE;2;NA;5;1;1;NA;NA;NA;3;3;NA;NA;q;NA;13;1;2;2;NA;NA;26;1;2;3;2;NA;1;NA;0;1;32929;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;7;NA;9;NA;5;2;3;NA;2;NA;8;8;NA;5;NA;7;1;1;3;8;8;2;1;33;29091;1;2;437.0897339
2013;BE;290921;748.0851064;NA;3;2013;NA;3;1944;1;2;1;BE;2;NA;2;7;NA;1;NA;NA;3;3;NA;NA;NA;NA;13;2;2;2;NA;3;18;2;2;3;2;NA;2;NA;3620;1;0;0;0;12581;1;800;4500;0;0;20622;0;0;0;0;1;1;1;1;2;1;1;3;10;NA;7;7;3;5;2;5;2;8;NA;9;4;1;NA;9;1;NA;8;10;8;1;1;68;29092;1;2;1735.247298
2013;BE;290922;748.0851064;NA;2;2013;NA;2;1948;2;2;3;BE;2;NA;4;7;1;1;2;NA;3;4;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;20;4;1;2;2;NA;1;NA;1400;1;0;0;0;0;1;0;0;0;0;15099;0;0;0;0;1;1;1;1;1;1;1;6;7;NA;8;8;3;3;4;3;3;8;8;7;4;6;8;NA;2;1;5;7;8;2;1;64;29092;1;6;NA
2013;BE;290931;748.0851064;NA;3;2013;NA;2;1948;1;2;1;BE;2;NA;3;7;1;1;NA;NA;3;3;NA;NA;NA;NA;NA;2;1;2;NA;NA;23;2;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;23300;0;0;0;0;1;1;1;2;3;1;1;4;8;5;8;NA;4;NA;5;3;2;NA;NA;10;8;6;1;7;1;1;NA;8;9;2;1;64;29093;1;7;654.6827034
2013;BE;290932;748.0851064;NA;2;2013;NA;4;1949;2;2;3;BE;1;5;3;10;NA;NA;2;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;2;NA;2;NA;0;1;0;0;0;0;1;600;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;5;9;6;5;9;NA;3;2;5;1;NA;NA;10;99;5;99;NA;NA;1;9;8;8;NA;1;63;29093;1;6;614.4071917
2013;BE;291041;748.0851064;NA;4;2013;NA;1;1950;1;4;3;BE;2;NA;2;7;NA;1;NA;NA;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;5;2;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;14676;0;0;0;0;1;1;1;1;1;2;1;1;8;7;7;8;NA;3;3;1;3;NA;NA;8;5;5;7;8;1;1;3;NA;8;1;1;62;29104;1;2;NA
2013;BE;291042;748.0851064;NA;2;2013;NA;3;1948;2;2;1;BE;2;NA;2;7;1;1;NA;NA;3;4;38;NA;NA;4;1;NA;2;NA;NA;NA;20;2;2;3;2;1;2;NA;0;1;0;0;0;0;1;910;0;0;0;22097;0;0;0;0;1;1;1;1;3;1;1;5;6;8;6;5;4;2;4;4;2;NA;NA;9;5;5;7;6;1;1;4;7;9;2;1;64;29104;1;6;957.2987212
2013;BE;291071;748.0851064;NA;2;2013;NA;1;1969;1;1;1;BE;2;NA;5;2;1;NA;NA;NA;NA;4;30;NA;j;NA;13;1;2;2;NA;NA;21;2;2;2;2;NA;2;NA;0;1;27509;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;5;9;NA;8;NA;4;3;2;5;2;9;NA;8;3;6;9;9;1;1;7;7;7;NA;1;43;29107;1;6;625.2351543
2013;BE;291072;748.0851064;NA;2;2013;NA;3;1977;2;2;1;BE;2;NA;5;2;1;NA;NA;NA;3;3;NA;NA;q;NA;NA;1;NA;NA;NA;NA;18;5;1;3;2;NA;2;NA;0;1;17933;569;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;5;4;7;8;3;5;3;3;3;2;NA;NA;NA;5;6;4;10;1;NA;6;NA;7;2;1;35;29107;1;6;982.4383486
2013;BE;291121;748.0851064;NA;2;2013;NA;3;1932;2;4;3;BE;2;NA;1;10;1;1;2;NA;3;;NA;NA;NA;NA;13;NA;2;2;NA;NA;18;1;1;3;2;NA;2;NA;0;1;0;0;0;3349;1;0;0;0;0;20144;0;0;0;0;1;1;1;1;1;1;1;5;5;10;NA;8;3;1;2;4;NA;NA;NA;5;6;6;5;9;1;2;6;9;NA;2;1;80;29112;1;2;340.7457752
2013;BE;291122;748.0851064;NA;2;2013;NA;2;1963;1;2;1;BE;2;NA;5;5;1;NA;NA;NA;3;4;38;NA;NA;NA;NA;1;2;2;NA;NA;18;2;2;3;2;NA;2;NA;1227;1;0;0;0;9865;1;0;0;0;27157;0;0;0;0;0;1;3;1;1;3;1;1;1;7;9;NA;7;NA;4;4;5;NA;7;8;NA;7;NA;7;9;1;1;7;NA;8;2;1;49;29112;1;7;894.6698342
2013;BE;291181;748.0851064;NA;2;2013;NA;1;1934;1;4;1;BE;2;NA;5;7;1;1;NA;NA;3;0 - 1;38;NA;NA;NA;NA;NA;2;2;NA;NA;21;2;1;1;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;22568;0;0;0;0;1;1;1;1;3;1;3;1;8;8;9;10;3;NA;2;4;NA;NA;NA;8;2;2;7;10;NA;1;5;4;8;4;1;78;29118;1;6;NA
2013;BE;291182;748.0851064;NA;2;2013;NA;4;1940;2;2;1;BE;2;NA;3;7;1;1;NA;NA;1;2;NA;NA;NA;NA;5;1;NA;NA;NA;NA;19;3;2;3;2;NA;2;NA;0;1;0;0;0;0;1;910;0;0;0;10420;0;0;0;0;1;1;1;1;2;1;1;1;8;9;8;4;3;NA;3;1;3;9;NA;7;5;5;5;NA;2;1;5;9;NA;4;1;72;29118;1;6;1752.706564
2013;BE;291331;748.0851064;NA;2;2013;NA;2;1968;1;2;3;BE;2;NA;5;3;1;1;NA;NA;3;0 - 1;26;NA;k;NA;NA;1;2;2;NA;NA;16;1;1;3;2;NA;2;NA;0;1;0;0;0;3888;1;910;24608;0;0;0;0;0;0;0;1;2;1;1;2;1;1;5;7;6;7;8;4;5;1;3;2;NA;6;7;8;1;4;6;1;1;5;9;8;NA;1;44;29133;1;2;NA
2013;BE;291332;748.0851064;NA;3;2013;NA;4;1968;2;5;3;BE;2;NA;1;8;1;1;NA;1;1;9;38;NA;NA;NA;NA;2;2;NA;NA;NA;14;3;2;3;2;NA;2;NA;1212;1;5243;875;0;11151;1;0;0;0;0;0;0;544;0;0;1;1;NA;1;1;1;1;5;8;9;8;8;4;4;3;2;3;NA;10;7;7;99;0;7;1;1;2;3;10;1;1;44;29133;1;2;3447.624299
2013;BE;291371;748.0851064;NA;2;2013;NA;3;1933;1;4;3;BE;2;NA;2;7;1;1;NA;NA;3;8;NA;NA;NA;NA;NA;1;2;NA;NA;NA;17;3;2;3;2;NA;2;NA;0;1;0;0;0;7852;1;936;0;0;0;18328;0;0;0;0;1;1;1;1;2;1;1;5;10;7;8;8;4;5;4;3;2;NA;NA;10;2;4;6;9;NA;1;4;8;7;NA;1;79;29137;1;6;654.3571782
2013;BE;291372;748.0851064;NA;2;2013;NA;3;1938;2;2;3;BE;2;NA;1;10;NA;2;2;NA;NA;9;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;21;1;2;3;2;NA;NA;NA;0;1;0;0;0;0;1;910;0;0;0;0;0;0;0;0;1;2;1;1;3;1;1;1;8;7;8;NA;3;2;NA;NA;1;NA;NA;NA;99;5;NA;10;2;1;4;9;8;1;1;74;29137;1;6;1031.935127
2013;BE;291421;748.0851064;NA;4;2013;NA;3;1942;1;5;1;BE;2;NA;0;7;NA;1;NA;NA;3;0 - 1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;20;2;2;1;2;NA;2;NA;594;1;0;0;0;0;1;0;0;0;0;12371;0;0;0;0;1;1;1;1;3;1;3;1;9;8;5;7;3;5;NA;4;4;NA;NA;2;0;99;4;8;1;1;7;8;9;3;1;70;29142;1;2;1183.72838
2013;BE;291422;748.0851064;NA;2;2013;NA;2;1943;2;2;1;BE;2;NA;6;7;NA;2;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;27;2;NA;3;2;NA;2;5;0;1;0;0;0;0;1;0;0;0;0;498;0;0;0;0;1;1;1;1;1;1;3;1;8;8;8;7;4;4;4;5;3;NA;NA;7;NA;7;7;7;1;NA;6;NA;7;1;1;69;29142;1;3;1548.132788
2013;BE;291511;748.0851064;NA;3;2013;NA;1;1981;1;2;3;EU;2;NA;5;1;1;NA;NA;NA;3;0 - 1;38;NA;h;NA;13;2;1;2;NA;NA;NA;2;2;3;2;NA;2;NA;0;1;34648;0;0;16232;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;1;5;7;8;7;8;5;5;2;NA;3;7;NA;7;6;5;6;8;1;1;5;7;8;2;1;31;29151;1;6;1642.33341
2013;BE;291512;748.0851064;NA;3;2013;NA;3;1986;2;1;1;BE;1;NA;5;1;NA;1;1;NA;3;4;18;NA;h;NA;NA;1;2;2;NA;NA;18;1;2;2;2;NA;2;NA;225;1;18590;465;0;18160;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;1;5;8;7;NA;8;1;5;3;5;NA;7;NA;8;6;7;4;6;1;1;7;8;NA;1;1;26;29151;1;2;499.3766253
2013;BE;291521;748.0851064;NA;2;2013;NA;1;1957;1;2;1;BE;2;NA;2;1;1;NA;NA;NA;3;7;NA;NA;f;NA;13;1;2;2;NA;NA;26;1;2;3;2;1;2;3;0;1;48078;583;0;26260;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;NA;6;8;9;5;3;2;5;2;6;5;7;NA;2;6;7;1;NA;6;8;10;1;1;55;29152;1;7;591.6180419
2013;BE;291522;748.0851064;NA;2;2013;NA;3;1985;1;1;1;BE;2;NA;3;5;1;NA;NA;NA;3;4;32;NA;NA;NA;NA;1;1;2;NA;NA;19;2;2;3;2;NA;2;NA;0;1;33438;1373;0;6911;1;0;0;0;0;0;0;0;6295;0;1;2;1;1;1;1;1;5;8;8;10;6;2;NA;NA;4;2;10;10;7;6;6;9;9;1;NA;7;5;8;2;1;27;29152;1;2;680.3791971
2013;BE;291691;748.0851064;NA;2;2013;NA;1;1945;1;2;3;BE;2;NA;2;7;NA;NA;1;NA;3;7;20;NA;NA;NA;NA;1;2;2;3;NA;18;3;2;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;9755;0;0;0;0;1;1;1;1;3;1;1;6;7;8;6;NA;3;4;3;4;1;NA;NA;5;7;5;8;8;2;1;5;7;8;1;1;67;29169;1;2;729.1380382
2013;BE;291692;748.0851064;NA;2;2013;NA;1;1945;2;4;3;BE;2;NA;5;7;NA;NA;NA;NA;3;5;NA;NA;NA;NA;NA;NA;2;NA;7;NA;15;2;2;1;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;8816;0;0;0;0;1;1;1;3;1;1;1;5;10;6;5;2;4;1;2;NA;2;NA;NA;8;NA;5;5;NA;1;2;7;8;7;4;1;67;29169;1;6;2150.964343
2013;BE;292221;748.0851064;NA;3;2013;NA;1;1952;2;2;1;BE;2;NA;3;7;NA;NA;NA;NA;2;3;NA;NA;NA;2;NA;1;2;NA;NA;NA;23;2;1;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;13523;0;0;2538;0;1;2;1;1;2;1;3;5;10;8;8;7;3;3;2;5;2;NA;NA;9;8;NA;4;3;1;1;9;5;7;2;1;60;29222;1;6;785.4422159
2013;BE;292222;748.0851064;NA;3;2013;NA;4;1955;1;2;3;BE;2;NA;5;1;1;NA;NA;NA;3;2;38;NA;q;NA;15;1;2;2;NA;NA;22;1;2;3;2;NA;2;NA;0;1;47169;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;10;7;6;6;3;4;3;5;2;9;7;7;5;6;7;8;1;1;8;6;9;NA;1;57;29222;1;6;755.8962124
2013;BE;292241;748.0851064;NA;2;2013;NA;2;1956;1;2;3;BE;2;NA;5;1;1;NA;NA;NA;2;2;40;NA;r-u;NA;13;1;1;2;NA;NA;21;3;1;3;2;NA;2;NA;0;1;101413;0;0;14072;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;7;6;8;7;3;4;2;5;2;NA;NA;6;0;9;7;8;NA;1;6;5;9;1;1;56;29224;1;2;500.8927051
2013;BE;292242;748.0851064;NA;2;2013;NA;1;1956;2;2;1;BE;2;NA;3;2;1;NA;NA;NA;3;3;NA;NA;o;NA;13;1;2;2;NA;NA;20;2;2;3;2;NA;2;NA;0;1;34430;550;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;1;7;NA;10;9;3;5;1;4;2;NA;8;10;5;NA;5;6;NA;1;6;10;NA;NA;1;56;29224;1;6;731.803172
2013;BE;292321;748.0851064;NA;2;2013;NA;4;1947;1;1;2;BE;2;NA;2;8;1;1;NA;NA;1;8;30;NA;NA;NA;NA;1;2;2;NA;10;NA;2;1;3;2;NA;2;NA;0;1;0;0;0;6486;1;910;0;0;0;0;0;0;16205;0;1;2;1;1;3;1;1;6;7;8;7;6;5;3;1;5;1;NA;8;6;5;NA;4;NA;1;1;5;8;7;NA;1;65;29232;1;2;1358.484156
2013;BE;292322;748.0851064;NA;2;2013;NA;3;1949;2;2;2;BE;2;NA;5;8;NA;NA;2;NA;3;2;NA;NA;NA;3;3;2;NA;1;NA;NA;19;5;1;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;22574;0;1;1;1;1;1;1;3;5;8;9;7;5;2;3;5;5;NA;NA;NA;4;0;7;8;8;1;2;5;5;9;2;1;63;29232;1;2;NA
2013;BE;292461;748.0851064;NA;3;2013;NA;4;1976;1;2;3;Other;2;NA;3;1;NA;NA;NA;NA;3;5;37;NA;r-u;NA;10;NA;2;NA;NA;NA;18;1;1;2;2;NA;2;NA;0;1;6632;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;10;NA;5;8;NA;4;4;4;3;10;NA;8;1;3;10;10;2;2;5;8;NA;3;1;36;29246;1;2;764.095863
2013;BE;292462;748.0851064;NA;2;2013;NA;1;1973;2;2;3;BE;2;NA;5;1;1;NA;NA;NA;3;2;NA;NA;l-n;4;7;1;2;1;NA;NA;17;1;1;3;2;NA;1;NA;0;1;32003;0;0;11519;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;5;5;9;8;7;4;5;NA;3;3;NA;NA;NA;7;5;6;NA;1;1;6;10;10;NA;1;39;29246;1;2;NA
2013;BE;292731;748.0851064;NA;3;2013;NA;3;1951;1;2;1;BE;2;NA;1;7;1;NA;NA;NA;3;7;38;NA;NA;NA;12;1;2;2;NA;NA;22;1;2;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;43591;0;0;0;0;1;1;1;1;1;1;1;5;8;NA;NA;9;4;5;3;4;2;7;NA;8;5;8;8;8;1;1;7;8;8;NA;1;61;29273;1;6;248.0273022
2013;BE;292732;748.0851064;NA;1;2013;NA;4;1952;2;2;1;BE;2;NA;3;7;1;1;NA;NA;3;2;38;NA;NA;NA;12;1;2;NA;NA;NA;16;2;2;2;2;NA;2;NA;0;1;18392;115;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;5;9;6;8;5;3;4;2;5;2;NA;NA;5;5;2;8;8;1;1;8;6;7;1;1;60;29273;1;7;NA
2013;BE;293191;748.0851064;NA;2;2013;NA;4;1935;1;2;1;BE;2;NA;5;7;1;1;1;NA;3;2;NA;NA;NA;6;13;2;2;NA;NA;NA;14;2;2;3;2;NA;2;NA;0;1;0;0;0;6620;1;240;0;0;0;21117;0;0;0;0;1;1;1;1;1;1;1;1;5;10;5;8;NA;4;3;3;3;NA;NA;6;5;5;8;8;1;1;5;8;10;2;1;77;29319;1;7;NA
2013;BE;293192;748.0851064;NA;3;2013;NA;2;1934;2;2;3;BE;2;NA;3;10;1;1;NA;NA;3;;36;NA;NA;NA;NA;1;1;2;NA;NA;21;1;1;3;2;NA;2;NA;0;1;0;0;0;12790;1;0;0;0;0;13272;0;0;0;0;1;1;1;1;2;1;1;1;NA;7;3;8;5;2;3;2;2;7;6;8;NA;NA;7;9;1;NA;NA;8;8;NA;1;78;29319;1;2;2007.733609
2013;BE;293201;748.0851064;NA;2;2013;NA;4;1947;1;2;3;BE;2;NA;3;7;NA;1;NA;NA;3;3;38;NA;NA;NA;NA;1;2;2;1;NA;NA;2;1;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;17095;0;0;0;0;1;1;1;3;1;1;1;5;5;7;6;10;4;NA;NA;2;NA;NA;8;6;6;5;6;7;1;1;3;8;7;4;1;65;29320;1;2;1441.729728
2013;BE;293202;748.0851064;NA;3;2013;NA;2;1944;2;2;3;EU;1;NA;3;10;NA;NA;2;NA;NA;3;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;2;1;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;9;8;NA;8;3;NA;1;NA;3;NA;NA;8;NA;5;7;8;1;1;4;NA;NA;2;1;68;29320;1;2;2520.504484
2013;BE;293651;748.0851064;NA;2;2013;NA;1;1952;2;5;1;BE;2;NA;5;7;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;1;2;NA;NA;NA;15;3;2;3;2;NA;2;NA;0;1;0;0;0;18187;1;0;0;0;0;21846;0;0;0;0;1;1;1;1;3;1;1;5;7;7;5;8;2;4;4;5;3;NA;NA;NA;NA;NA;NA;8;2;1;NA;99;8;3;1;60;29365;1;7;262.8232516
2013;BE;293652;748.0851064;NA;2;2013;NA;2;1949;1;2;3;BE;2;NA;3;7;1;1;NA;NA;3;8;NA;NA;NA;NA;13;1;2;NA;NA;NA;NA;2;2;2;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;15510;0;0;0;0;1;1;1;1;1;1;1;6;NA;NA;7;NA;4;NA;3;NA;4;NA;6;4;4;0;0;9;1;1;5;NA;7;2;1;63;29365;1;7;305.845501
2013;BE;293961;748.0851064;NA;2;2013;NA;1;1952;1;5;2;BE;2;NA;5;7;1;NA;NA;NA;3;2;40;NA;NA;NA;12;1;2;2;NA;NA;19;1;2;3;2;NA;2;NA;0;1;0;0;0;18742;1;940;0;0;0;0;58331;0;0;0;1;1;1;1;1;1;3;5;9;9;7;9;4;5;2;3;2;8;NA;8;NA;4;6;8;1;1;7;NA;7;2;1;60;29396;1;2;1281.945146
2013;BE;293962;748.0851064;NA;4;2013;NA;2;1952;2;5;3;BE;2;NA;3;2;NA;NA;NA;NA;3;2;NA;NA;l-n;NA;NA;1;2;NA;NA;NA;16;1;1;2;2;NA;1;1;1260;1;5277;193;0;17930;1;900;0;0;0;0;0;0;9151;0;1;1;1;1;2;1;1;5;6;8;8;2;2;3;NA;3;3;NA;NA;8;7;5;7;7;1;1;6;10;8;2;1;60;29396;1;6;409.3118038
